iteration,timestamp,current_simulations,replay_buffer_size,training_mode,opponent_games,self_play_games,initial_loss,final_loss,loss_reduction,loss_reduction_pct
76,2025-12-04T17:34:04.328117,100,18444, heuristic,50,0,1.0664647817611694,1.0310767889022827,0.03538799285888672,3.318252366519471
77,2025-12-04T17:34:47.036015,100,18690, heuristic,50,0,1.0946125984191895,1.0251020193099976,0.0695105791091919,6.350244754132853
78,2025-12-04T17:35:29.005765,100,18922, heuristic,50,0,1.03936767578125,1.152095079421997,-0.11272740364074707,-10.845767697750896
79,2025-12-04T17:36:14.086872,100,19173, heuristic,50,0,1.1343964338302612,1.0558624267578125,0.07853400707244873,6.922977252959145
80,2025-12-04T17:36:58.462362,100,19414, heuristic,50,0,1.0237399339675903,1.105313777923584,-0.08157384395599365,-7.968219393361686
81,2025-12-04T17:38:03.263282,100,19655, heuristic,50,0,1.061484694480896,1.0360602140426636,0.025424480438232422,2.3951810676522194
82,2025-12-04T17:38:48.470161,100,19892, heuristic,50,0,1.1122517585754395,1.0874353647232056,0.024816393852233887,2.23118495079014
83,2025-12-04T17:39:32.731507,100,20133, heuristic,50,0,1.0224696397781372,1.0887441635131836,-0.06627452373504639,-6.481808472027308
84,2025-12-04T17:40:18.058023,100,20371, heuristic,50,0,1.0758202075958252,0.9982145428657532,0.07760566473007202,7.2136277216339195
85,2025-12-04T17:40:59.701990,100,20612, heuristic,50,0,1.038791537284851,1.080381989479065,-0.04159045219421387,-4.003734214366168
86,2025-12-04T17:42:05.553260,100,20860, heuristic,50,0,1.0198224782943726,1.0380573272705078,-0.018234848976135254,-1.7880414841054082
87,2025-12-04T17:42:51.667540,100,21111, heuristic,50,0,1.0791743993759155,1.0878868103027344,-0.008712410926818848,-0.8073218686300581
88,2025-12-04T17:43:35.964354,100,21351, heuristic,50,0,1.0998542308807373,1.0470026731491089,0.05285155773162842,4.805323855444565
89,2025-12-04T17:44:22.791228,100,21592, heuristic,50,0,1.0273792743682861,1.0954056978225708,-0.06802642345428467,-6.621354464845777
90,2025-12-04T17:45:08.462368,100,21842, heuristic,50,0,1.0721392631530762,1.0508737564086914,0.021265506744384766,1.9834649728100249
91,2025-12-04T17:46:13.985639,100,22087, heuristic,50,0,1.0186911821365356,1.1093037128448486,-0.09061253070831299,-8.894995097362896
92,2025-12-04T17:46:55.779365,100,22329, heuristic,50,0,1.0459206104278564,1.0316636562347412,0.014256954193115234,1.3631009897857467
93,2025-12-04T17:47:41.510246,100,22572, heuristic,50,0,1.1123590469360352,1.0479247570037842,0.06443428993225098,5.792580202384617
94,2025-12-04T17:48:24.602943,100,22813, heuristic,50,0,1.0703469514846802,1.0934202671051025,-0.023073315620422363,-2.155685648323408
95,2025-12-04T17:49:09.032768,100,23054, heuristic,50,0,1.0542793273925781,1.0447419881820679,0.009537339210510254,0.9046311506550929
96,2025-12-04T17:50:15.657188,100,23292, heuristic,50,0,1.0709712505340576,1.0963447093963623,-0.025373458862304688,-2.3692007464861256
97,2025-12-04T17:51:00.863006,100,23535, heuristic,50,0,1.0761923789978027,1.0554505586624146,0.020741820335388184,1.9273338800915756
98,2025-12-04T17:51:46.721277,100,23778, heuristic,50,0,1.0920488834381104,1.06098473072052,0.031064152717590332,2.844575292251634
99,2025-12-04T17:52:30.948771,100,24017, heuristic,50,0,1.0522726774215698,1.1362500190734863,-0.0839773416519165,-7.98056848322717
100,2025-12-04T17:53:14.563471,100,24267, heuristic,50,0,1.0933680534362793,1.0947927236557007,-0.0014246702194213867,-0.13030106513025308
101,2025-12-04T17:54:21.580487,100,24504, heuristic,50,0,1.0567007064819336,1.0799957513809204,-0.023295044898986816,-2.2045073648661453
102,2025-12-04T17:55:07.032816,100,24747, heuristic,50,0,1.0811874866485596,1.008246660232544,0.07294082641601562,6.746362431747702
103,2025-12-04T17:55:52.537235,100,24992, heuristic,50,0,1.0388096570968628,1.1361494064331055,-0.09733974933624268,-9.370316175946595
104,2025-12-04T17:56:38.632624,100,25234, heuristic,50,0,1.0765457153320312,1.0561858415603638,0.02035987377166748,1.8912224053010172
105,2025-12-04T17:57:24.011002,100,25485, heuristic,50,0,1.0981509685516357,1.0511595010757446,0.04699146747589111,4.279144564054678
106,2025-12-04T17:58:32.250459,100,25727, heuristic,50,0,1.0766279697418213,0.9907788634300232,0.0858491063117981,7.973887798250772
107,2025-12-04T17:59:14.105508,100,25969, heuristic,50,0,0.9988389611244202,1.0905214548110962,-0.09168249368667603,-9.178906435874962
108,2025-12-04T17:59:59.645503,100,26207, heuristic,50,0,1.0474127531051636,1.0748265981674194,-0.02741384506225586,-2.617291510055103
109,2025-12-04T18:00:43.766692,100,26445, heuristic,50,0,1.0667568445205688,1.002036690711975,0.06472015380859375,6.067001504703805
110,2025-12-04T18:01:27.608734,100,26688, heuristic,50,0,1.0883623361587524,1.0819809436798096,0.006381392478942871,0.5863297788735735
111,2025-12-04T18:02:37.433457,100,26934, heuristic,50,0,1.072873830795288,1.0231882333755493,0.04968559741973877,4.631075527577029
112,2025-12-04T18:03:20.327330,100,27169, heuristic,50,0,1.130002498626709,1.0268466472625732,0.10315585136413574,9.128816218504026
113,2025-12-04T18:04:05.762990,100,27413, heuristic,50,0,1.0603179931640625,1.077118992805481,-0.016800999641418457,-1.5845246190044466
114,2025-12-04T18:04:50.616061,100,27659, heuristic,50,0,1.0884311199188232,1.1117205619812012,-0.02328944206237793,-2.139725852759051
115,2025-12-04T18:05:36.783374,100,27904, heuristic,50,0,1.0760606527328491,1.0817981958389282,-0.0057375431060791016,-0.5331988574721677
116,2025-12-04T18:06:41.045148,100,28140, heuristic,50,0,1.0682364702224731,1.0866984128952026,-0.018461942672729492,-1.7282636557881765
117,2025-12-04T18:07:26.107925,100,28383, heuristic,50,0,1.128710389137268,1.064247727394104,0.06446266174316406,5.7111782051050515
118,2025-12-04T18:08:12.020534,100,28620, heuristic,50,0,1.1803209781646729,1.1111304759979248,0.06919050216674805,5.8620073223077895
119,2025-12-04T18:08:55.993510,100,28857, heuristic,50,0,1.116611361503601,1.0843013525009155,0.03231000900268555,2.893576952251112
120,2025-12-04T18:09:40.672054,100,29109, heuristic,50,0,1.0591572523117065,1.099825382232666,-0.04066812992095947,-3.8396687396699214
121,2025-12-04T18:10:45.122469,100,29357, heuristic,50,0,1.1055173873901367,1.0765647888183594,0.028952598571777344,2.6189184269754033
122,2025-12-04T18:11:30.073683,100,29599, heuristic,50,0,1.109635829925537,1.0253826379776,0.08425319194793701,7.592868730058121
123,2025-12-04T18:12:14.564897,100,29840, heuristic,50,0,1.1242151260375977,1.1020148992538452,0.02220022678375244,1.9747311941976118
124,2025-12-04T18:13:00.143930,100,30077, heuristic,50,0,1.1080272197723389,1.0884929895401,0.01953423023223877,1.7629738587335766
125,2025-12-04T18:13:45.866771,100,30317, heuristic,50,0,1.0938572883605957,1.0572658777236938,0.036591410636901855,3.3451722657297234
126,2025-12-04T18:14:53.375288,100,30557, heuristic,50,0,1.0736157894134521,1.00395929813385,0.06965649127960205,6.488027837002792
127,2025-12-04T18:15:36.925071,100,30794, heuristic,50,0,1.1093090772628784,1.0662782192230225,0.04303085803985596,3.8790684149119894
128,2025-12-04T18:16:19.083438,100,31032, heuristic,50,0,1.042948603630066,1.031695008277893,0.011253595352172852,1.0790172509943265
129,2025-12-04T18:17:03.018352,100,31277, heuristic,50,0,1.0899869203567505,1.0971260070800781,-0.007139086723327637,-0.6549699441339194
130,2025-12-04T18:17:48.865728,100,31518, heuristic,50,0,1.1100026369094849,1.0771119594573975,0.0328906774520874,2.9631170556191635
131,2025-12-04T18:18:52.100523,100,31758, heuristic,50,0,1.0687825679779053,1.0943148136138916,-0.025532245635986328,-2.388909250671288
132,2025-12-04T18:19:36.854149,100,32001, heuristic,50,0,1.0161062479019165,1.0525404214859009,-0.036434173583984375,-3.5856657371426106
133,2025-12-04T18:20:23.223778,100,32245, heuristic,50,0,1.049645185470581,1.087937355041504,-0.03829216957092285,-3.648106055357702
134,2025-12-04T18:21:06.192096,100,32480, heuristic,50,0,1.0690362453460693,1.0695444345474243,-0.0005081892013549805,-0.047537134832174845
135,2025-12-04T18:21:50.521023,100,32725, heuristic,50,0,1.0880100727081299,1.1138825416564941,-0.025872468948364258,-2.3779622631586443
136,2025-12-04T18:22:53.753450,100,32966, heuristic,50,0,1.0447795391082764,1.1206657886505127,-0.07588624954223633,-7.2633743963827575
137,2025-12-04T18:23:39.069750,100,33208, heuristic,50,0,1.0675048828125,1.080765962600708,-0.013261079788208008,-1.2422500357347055
138,2025-12-04T18:24:22.668837,100,33456, heuristic,50,0,1.053439974784851,1.1414059400558472,-0.0879659652709961,-8.350353829031578
1,2025-12-04T18:34:58.451739,25,5247, heuristic,50,0,7.416562557220459,4.070038795471191,3.3465237617492676,45.122302089816934
2,2025-12-04T18:35:10.191478,25,5504, heuristic,50,0,4.112593650817871,3.5148022174835205,0.5977914333343506,14.535630895978938
3,2025-12-04T18:35:22.162503,25,5742, heuristic,50,0,3.385326862335205,3.0090010166168213,0.3763258457183838,11.116381401906741
4,2025-12-04T18:35:47.358488,50,5993, heuristic,50,0,2.8658769130706787,2.49947452545166,0.36640238761901855,12.785000847312464
5,2025-12-04T18:36:09.396617,50,6239, heuristic,50,0,2.3352620601654053,2.403691291809082,-0.06842923164367676,-2.930259212057338
6,2025-12-04T18:36:56.845832,50,6489, heuristic,50,0,2.3301403522491455,2.049434185028076,0.28070616722106934,12.046749327787076
7,2025-12-04T18:37:18.789304,50,6733, heuristic,50,0,1.9496500492095947,1.6629894971847534,0.2866605520248413,14.703179790704288
8,2025-12-04T18:37:42.494503,50,6975, heuristic,50,0,1.6993606090545654,1.7047860622406006,-0.005425453186035156,-0.3192643843294445
9,2025-12-04T18:38:06.897187,50,7224, heuristic,50,0,1.6408685445785522,1.3890881538391113,0.2517803907394409,15.344336483950899
10,2025-12-04T18:38:31.226130,50,7476, heuristic,50,0,1.5611222982406616,1.3719391822814941,0.18918311595916748,12.118404571657917
1,2025-12-04T18:41:12.845681,25,7251,self-play (warm-up),0,50,2.69730806350708,2.668599843978882,0.028708219528198242,1.0643285398728755
2,2025-12-04T18:42:51.919239,25,9435,self-play (warm-up),0,50,2.6357555389404297,2.422903060913086,0.21285247802734375,8.075577377441846
3,2025-12-04T18:44:21.209847,25,11420,self-play (warm-up),0,50,2.620558261871338,2.452638864517212,0.16791939735412598,6.407771954446642
1,2025-12-04T18:47:00.216939,25,6978,self-play (warm-up),0,50,4.979391098022461,4.941544055938721,0.037847042083740234,0.7600736985446069
2,2025-12-04T18:48:14.699670,25,8643,self-play (warm-up),0,50,4.973655700683594,5.055808067321777,-0.0821523666381836,-1.6517501729541177
3,2025-12-04T18:49:32.878910,25,10364,self-play (warm-up),0,50,5.0816216468811035,4.927064418792725,0.1545572280883789,3.041494208511961
4,2025-12-04T18:51:54.010569,50,11949,self-play (warm-up),0,50,4.852858543395996,4.475172519683838,0.3776860237121582,7.78275361490047
5,2025-12-04T18:54:20.427728,50,13649,self-play (warm-up),0,50,4.570667266845703,4.456019401550293,0.11464786529541016,2.508339780649372
6,2025-12-04T18:57:53.658105,50,15800,self-play (warm-up),0,50,4.560516357421875,4.338100433349609,0.22241592407226562,4.876989942384518
7,2025-12-04T19:00:50.907907,50,17848,self-play (warm-up),0,50,4.364627361297607,4.495721817016602,-0.13109445571899414,-3.00356582285686
8,2025-12-04T19:03:45.708940,50,19852,self-play (warm-up),0,50,4.354549407958984,4.395687103271484,-0.0411376953125,-0.9447061327932342
9,2025-12-04T19:06:45.488199,50,21952,self-play (warm-up),0,50,4.4276275634765625,4.295373916625977,0.13225364685058594,2.987009294583501
10,2025-12-04T19:09:50.825590,50,24055,self-play (warm-up),0,50,4.396229267120361,4.265113353729248,0.13111591339111328,2.9824630478609557
11,2025-12-04T19:15:58.046378,100,26026,self-play (warm-up),0,50,4.3741984367370605,4.325529098510742,0.04866933822631836,1.1126458694138102
12,2025-12-04T19:21:22.262887,100,27893,self-play (warm-up),0,50,4.369472503662109,4.236058235168457,0.13341426849365234,3.0533266517145075
13,2025-12-04T19:27:21.504625,100,29934,self-play (warm-up),0,50,4.369287490844727,4.205868721008301,0.16341876983642578,3.7401697686144146
14,2025-12-04T19:33:01.044164,100,31869,self-play (warm-up),0,50,4.390674114227295,4.28118371963501,0.10949039459228516,2.493703512121262
15,2025-12-04T19:39:17.964916,100,34032,self-play (warm-up),0,50,4.433668613433838,4.273425102233887,0.16024351119995117,3.6142419556215764
16,2025-12-04T19:45:08.940682,100,35984,self-play (warm-up),0,50,4.467477798461914,4.185016632080078,0.28246116638183594,6.322609291513056
17,2025-12-04T19:51:12.934269,100,38086,self-play (warm-up),0,50,4.323387622833252,4.1652607917785645,0.1581268310546875,3.65747522196638
18,2025-12-04T19:57:46.304449,100,40349,self-play (warm-up),0,50,4.232664108276367,4.237916946411133,-0.005252838134765625,-0.12410240927208124
19,2025-12-04T20:04:03.708503,100,42475,self-play (warm-up),0,50,4.409914016723633,4.286103248596191,0.1238107681274414,2.8075551509148746
20,2025-12-04T20:09:47.469927,100,44441,self-play (warm-up),0,50,4.084211349487305,4.326261043548584,-0.2420496940612793,-5.926473273516172
21,2025-12-04T20:18:29.254256,100,46261,self-play (warm-up),0,50,4.404240608215332,4.327485084533691,0.07675552368164062,1.7427640882849764
22,2025-12-04T20:29:52.096981,100,48406,self-play (warm-up),0,50,4.2326979637146,4.082577228546143,0.15012073516845703,3.5466914118462554
23,2025-12-04T20:40:49.141445,100,50000,self-play (warm-up),0,50,4.307082176208496,4.160853862762451,0.14622831344604492,3.3950667171799593
24,2025-12-04T20:51:48.643543,100,50000,self-play (warm-up),0,50,4.409427165985107,4.226579666137695,0.1828474998474121,4.146740448689604
25,2025-12-04T21:02:55.041252,100,50000,self-play (warm-up),0,50,4.4675517082214355,4.424957275390625,0.04259443283081055,0.953417791503698
26,2025-12-04T21:14:21.861327,100,50000,self-play (warm-up),0,50,4.285730361938477,4.453927516937256,-0.1681971549987793,-3.9245855617174694
27,2025-12-04T21:25:10.469056,100,50000,self-play (warm-up),0,50,4.399269104003906,4.226790904998779,0.17247819900512695,3.92061033156961
28,2025-12-04T21:36:35.078304,100,50000,self-play (warm-up),0,50,4.445539951324463,4.239534378051758,0.20600557327270508,4.633983172535198
29,2025-12-04T21:47:35.460160,100,50000,self-play (warm-up),0,50,4.451228618621826,4.197136402130127,0.2540922164916992,5.708361404505221
30,2025-12-04T21:58:39.860435,100,50000,self-play (warm-up),0,50,4.250607967376709,4.195452690124512,0.055155277252197266,1.2975856083532613
31,2025-12-04T22:00:50.576319,100,50000, heuristic,50,0,4.374174118041992,4.312523365020752,0.061650753021240234,1.4094261306826283
32,2025-12-04T22:02:12.671795,100,50000, heuristic,50,0,4.26798677444458,4.190212249755859,0.0777745246887207,1.8222766095342926
33,2025-12-04T22:03:36.124638,100,50000, heuristic,50,0,4.131082057952881,4.132777214050293,-0.0016951560974121094,-0.04103419088828577
34,2025-12-04T22:05:02.267363,100,50000, heuristic,50,0,4.150275707244873,4.074109077453613,0.07616662979125977,1.8352185532710636
35,2025-12-04T22:06:29.624781,100,50000, heuristic,50,0,4.221614837646484,4.015822887420654,0.20579195022583008,4.87472112307994
36,2025-12-04T22:08:44.361128,100,50000, heuristic,50,0,4.199857234954834,4.023217678070068,0.17663955688476562,4.205846699135839
37,2025-12-04T22:10:12.784540,100,50000, heuristic,50,0,3.998136520385742,3.904081106185913,0.0940554141998291,2.352481305234534
38,2025-12-04T22:11:38.794257,100,50000, heuristic,50,0,4.079991817474365,3.984055995941162,0.09593582153320312,2.3513728905610947
39,2025-12-04T22:13:09.268851,100,50000, heuristic,50,0,3.9917168617248535,4.011486053466797,-0.01976919174194336,-0.4952553607071452
40,2025-12-04T22:14:39.246872,100,50000, heuristic,50,0,3.9773452281951904,3.9807446002960205,-0.003399372100830078,-0.08546836912049044
41,2025-12-04T22:16:52.760978,100,50000, heuristic,50,0,4.106056213378906,3.995018482208252,0.1110377311706543,2.7042428403404752
42,2025-12-04T22:18:28.355131,100,50000, heuristic,50,0,3.9078428745269775,3.974548816680908,-0.06670594215393066,-1.70697605547933
43,2025-12-04T22:19:59.006842,100,50000, heuristic,50,0,4.018951892852783,3.986614942550659,0.03233695030212402,0.8046115296784556
44,2025-12-04T22:21:33.804405,100,50000, heuristic,50,0,3.863215446472168,3.8977811336517334,-0.03456568717956543,-0.8947387910019441
45,2025-12-04T22:23:06.095580,100,50000, heuristic,50,0,3.9401116371154785,3.9176270961761475,0.022484540939331055,0.5706574587260119
46,2025-12-04T22:25:20.095400,100,50000, heuristic,50,0,3.7779059410095215,3.7619309425354004,0.015974998474121094,0.42285326113366123
47,2025-12-04T22:26:55.142225,100,50000, heuristic,50,0,3.7491908073425293,3.739070415496826,0.010120391845703125,0.269935363809253
48,2025-12-04T22:27:47.176749,100,50000, heuristic,50,0,3.9099502563476562,3.756420850753784,0.15352940559387207,3.926633218533225
49,2025-12-04T22:28:38.067581,100,50000, heuristic,50,0,3.6900603771209717,3.7762041091918945,-0.08614373207092285,-2.334480286692035
50,2025-12-04T22:29:26.820661,100,50000, heuristic,50,0,3.7299857139587402,3.8707406520843506,-0.14075493812561035,-3.7736052875179276
51,2025-12-04T22:30:47.899439,100,50000, heuristic,50,0,3.693312406539917,3.7990634441375732,-0.10575103759765625,-2.86331146562089
52,2025-12-04T22:31:41.685016,100,50000, heuristic,50,0,3.7897732257843018,3.7477951049804688,0.04197812080383301,1.1076684092395936
53,2025-12-04T22:32:39.886652,100,50000, heuristic,50,0,3.732506036758423,3.6318726539611816,0.10063338279724121,2.6961344953279296
54,2025-12-04T22:33:34.104367,100,50000, heuristic,50,0,3.6043307781219482,3.675365924835205,-0.07103514671325684,-1.9708276261556104
55,2025-12-04T22:34:25.885598,100,50000, heuristic,50,0,3.780113458633423,3.6747946739196777,0.10531878471374512,2.7861276087681164
56,2025-12-04T22:35:37.581047,100,50000, heuristic,50,0,3.5760750770568848,3.647489309310913,-0.07141423225402832,-1.997000362553975
57,2025-12-04T22:36:29.587556,100,50000, heuristic,50,0,3.6515588760375977,3.705690622329712,-0.05413174629211426,-1.4824284128989325
58,2025-12-04T22:37:21.620591,100,50000, heuristic,50,0,3.603957414627075,3.5902462005615234,0.013711214065551758,0.38044883687868286
59,2025-12-04T22:38:12.160299,100,50000, heuristic,50,0,3.7001988887786865,3.510927200317383,0.1892716884613037,5.115176079731651
60,2025-12-04T22:39:03.905474,100,50000, heuristic,50,0,3.5409648418426514,3.5519373416900635,-0.01097249984741211,-0.30987316557772504
61,2025-12-04T22:40:13.418954,100,50000, heuristic,50,0,3.564798355102539,3.5919411182403564,-0.027142763137817383,-0.761410897168029
62,2025-12-04T22:41:01.162168,100,50000, heuristic,50,0,3.5700085163116455,3.6100659370422363,-0.04005742073059082,-1.1220539264140508
63,2025-12-04T22:41:55.386038,100,50000, heuristic,50,0,3.435643434524536,3.5503618717193604,-0.11471843719482422,-3.339067030123872
64,2025-12-04T22:42:46.705157,100,50000, heuristic,50,0,3.584670066833496,3.6534342765808105,-0.06876420974731445,-1.918285601331702
65,2025-12-04T22:43:38.695335,100,50000, heuristic,50,0,3.72373104095459,3.630375623703003,0.09335541725158691,2.507039746556319
66,2025-12-04T22:44:54.682496,100,50000, heuristic,50,0,3.5847606658935547,3.5401506423950195,0.044610023498535156,1.244435198225861
67,2025-12-04T22:45:49.000013,100,50000, heuristic,50,0,3.4484360218048096,3.273496389389038,0.17493963241577148,5.073013717221677
68,2025-12-04T22:46:38.600447,100,50000, heuristic,50,0,3.3326492309570312,3.530247926712036,-0.19759869575500488,-5.929177722020892
69,2025-12-04T22:47:28.443066,100,50000, heuristic,50,0,3.3860180377960205,3.290706157684326,0.09531188011169434,2.81486628387052
70,2025-12-04T22:48:22.917787,100,50000, heuristic,50,0,3.274956464767456,3.4059557914733887,-0.13099932670593262,-4.000032614639182
71,2025-12-04T22:49:34.750811,100,50000, heuristic,50,0,3.6003894805908203,3.5572266578674316,0.04316282272338867,1.1988375967676057
72,2025-12-04T22:50:26.506755,100,50000, heuristic,50,0,3.358393907546997,3.4364588260650635,-0.0780649185180664,-2.324471776304697
73,2025-12-04T22:51:16.971612,100,50000, heuristic,50,0,3.5358481407165527,3.350893020629883,0.18495512008666992,5.230855871801895
74,2025-12-04T22:52:10.680972,100,50000, heuristic,50,0,3.3776726722717285,3.293818235397339,0.08385443687438965,2.4826099214045954
75,2025-12-04T22:53:00.545529,100,50000, heuristic,50,0,3.268465042114258,3.4048733711242676,-0.13640832901000977,-4.173467583479855
76,2025-12-04T22:54:16.022304,100,50000, heuristic,50,0,3.358088254928589,3.4755914211273193,-0.11750316619873047,-3.4991089357545553
